fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;total_valor_pedido;total_pedidos_qtd
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;DROGARIA BEM ESTAR;22.168.197/0001-05;4349.38;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA SANTA TERESINHA III;17.259.132/0003-05;3584.74;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA SAO BENTO ;34.974.448/0001-28;1009.27;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA EXTRA POPULAR;27.924.379/0001-82;1321.56;1
EMS S/A;57507378000365;FCIA POPULAR;12.365.566/0001-04;4912.40;1
NEOQUIMICA;02932074004260;FARM SANTA BRANCA (MATRIZ);04.044.047/0001-08;14950.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARM.LIMOEIRENSE;05.677.976/0001-17;800.27;1
NEOQUIMICA;02932074004260;FARMACIA UCHOA;06.058.877/0001-10;24664.26;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA PADRE CICERO;07.196.132/0001-80;10057.88;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA AVENIDA;07.735.972/0001-73;10400.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA SAO JOSE;23.578.040/0001-10;5145.65;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;DROGARIAS ULTRA POPULAR ;35.812.253/0003-06;2571.31;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;MEGA FARMA;05.623.124/0001-47;4184.09;1
EMS S/A;57507378000365;SANFARMA SANTO ANTONIO FARMAC-;07.467.475/0001-31;10000.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA MILAGRESFARMA;32.365.255/0001-44;1155.33;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;ANTONIO JOSE CARNEIRO;23.739.758/0001-41;1847.64;1
SOFTYS BRASIL LTDA;44145845001112;R A MACIELCOMERCIAL DE MEDICAMENTOS LTDA;40.908.728/0001-30;5688.60;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;BARBARA ANANDA COSTA CAMPOS AVELINO;41.176.485/0001-56;3414.89;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;DROGARIA FEITOSA;41.237.006/0001-64;3398.73;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIA POPULAR HOLANDA;29.415.943/0001-67;8133.01;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;BARBARA ANANDA COSTA CAMPOS AVELINO;41.176.485/0001-56;3168.91;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DEUSAFARMA FARMACIA LTDA ME;40.781.566/0001-12;3370.37;1
NATULAB LABORATORIO LTDA;02456955000183;VIANA FARMA;22.867.361/0001-72;2937.01;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;GRUPO TOTAL;30035710000118;4364.22;4
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA FARMAVIDA;10.981.849/0001-47;586.00;1
EMS S/A;57507378000365;FARMACIA MENOR PRECO;20.526.066/0001-27;1220.47;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA POPULAR;09.605.539/0002-20;1199.22;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;HIPER POPULAR DROGARIAS;47.872.238/0001-70;5471.12;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA CAUCAIA;02.908.324/0002-39;955.29;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIA A FAVORITA;17.291.284/0001-15;2120.18;1
CERAS JOHNSON LTDA;33122466000895;DROG MEGA FARMA;22.839.770/0001-65;1548.35;1
SOFTYS BRASIL LTDA;44145845001112;MUNDO DAS FRALDAS;30.355.783/0001-97;5878.80;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;DROGARIA ULTRA POPULAR;28.721.514/0001-55;37796.86;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA SAO BENTO ;34.974.448/0001-28;2504.71;1
TORRENT DO BRASIL LTDA;33078528000132;SERRANA FARMA;34.035.700/0003-03;1531.64;1
WELLA BRASIL LTDA;37374821000360;FARMACIA DONATO;23.573.561/0001-85;1000.00;1
PRO NOVA DIST E COM DE COSMETICOS LTDA - GIOVANNA BABY;21998451001373;SUPERMERCADO MORANGUINHO -LJ01;11.659.770/0005-90;12534.08;1
SOFTYS BRASIL LTDA;44145845001112;HIPER FARMA;37.199.738/0001-30;5399.80;1
NEOQUIMICA;02932074004260;FARMACIA AZUL;45.526.457/0001-72;4492.53;1
WELLA BRASIL LTDA;37374821000360;BRASIL FARMA;28.647.885/0001-34;1000.00;1
EMS S/A;57507378000365;ANTONIO JOSE CARNEIRO;23.739.758/0001-41;8385.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;B B BEZERRA & CIA LTDA-ME;05.625.651/0001-90;1013.42;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;AURENICE SANTOS SOUSA;27.422.426/0002-70;1050.48;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA S O S DO TRABALHADOR;30.509.425/0001-91;9640.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;SLIM FARMA DRUGSTORE LTDA;45.308.377/0006-55;998.40;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;MACEDO COMERCIO DE MEDICAMENTOS LTDA;01.639.374/0001-14;1454.32;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA SAO GONCALO;04.952.026/0001-90;654.10;1
NATULAB LABORATORIO LTDA;02456955000183;DROGASOL;12.077.160/0001-18;1121.44;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;M. MICHELLE SARAIVA MOREIRA ME;19.759.011/0002-69;507.63;1
TORRENT DO BRASIL LTDA;33078528000132;CEGIANE GESSICA A MONTEIRO ME;22.628.471/0001-81;555.73;1
NEOQUIMICA;02932074004260;DROGARIA SIAO;01.615.148/0003-65;8179.61;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;POP FARMA;45.354.264/0001-81;5890.00;1
NATULAB LABORATORIO LTDA;02456955000183;GRUPO TOTAL;30035710000118;101174.53;31
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMA LARA;19.664.071/0001-17;1044.12;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARM.LIMOEIRENSE;05.677.976/0001-17;1182.43;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA NATURALLE;21.731.183/0003-57;14650.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGAFARMA;41.305.640/0001-97;2435.57;1
EMS S/A;57507378000365;CEFARMA;46.432.131/0001-49;2263.92;2
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;GILVAN FACHINI 58882154068;33.957.303/0001-56;3364.04;1
ACCUMED PROD MED HOSP LTDA;06105362000123;COMERCIO VAREJISTA DE MEDICAMENTOS FARMACIA CENTRAL LTDA;50.411.655/0003-92;8000.00;1
NEOQUIMICA;02932074004260;FARMACIA MAIS SAUDE;21.257.136/0002-32;4403.96;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;GELSUE NOBRE DO NASCIMENTO;30.878.218/0001-04;2501.96;1
SOFTYS BRASIL LTDA;44145845001112;MERCANTIL SAO TOME;08.306.166/0001-42;25055.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMA VITOR;19.789.052/0001-17;2518.17;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA SAO BENTO ;34.974.448/0001-28;298.36;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA + AMIGA;30.286.080/0001-54;1499.36;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;VALOR BRASIL COMERCIO DE MEDICAMENTOS LTDA;56.023.441/0002-44;3111.86;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA NOGUEIRA;42.268.335/0001-35;861.96;1
NATULAB LABORATORIO LTDA;02456955000183;DROGARIAS ULTRA POPULAR;31.318.368/0002-07;0.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA S. O. S. DO TRABALHADOR;24.736.756/0001-61;26599.04;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;FARMACIA DO TRABALHADOR;27.520.863/0004-99;4119.80;1
GERMED FARMACEUTICA LTDA;45992062000165;ULTRAFARMA;05.756.389/0001-13;4350.70;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;SUPERFARMA;10.477.798/0001-10;2936.88;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMA FAMA;20.375.071/0001-86;2169.14;1
NEOQUIMICA;02932074004260;FCIA VILLA MARIANA;13.448.766/0001-85;3159.58;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGARIA POUPE JA;12.996.672/0001-88;113800.00;1
NEOQUIMICA;02932074004260;FARMACIA MONTEIRO;20.661.416/0001-68;933.51;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA CARIRI;02.646.629/0001-39;2171.77;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROG VILA PALMEIRA;05.170.176/0001-05;1163.49;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;SLIM FARMA FARMACIA POPULAR LTDA EPP;45.308.377/0003-02;998.40;1
EMS S/A;57507378000365;FARMACIA VITORIA;11.601.156/0001-44;3715.60;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGARIA POPULAR HOLANDA;29.415.943/0001-67;2500.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;COMERCIAL DE MEDICAMENTOS NUNES LTDA;51.931.819/0001-03;887.90;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;HIPER POPULAR ARARI LTDA;45.161.463/0001-73;1507.00;1
NEOQUIMICA;02932074004260;FARMACIA POPULAR CENTRAL 2;50.271.577/0001-06;118513.80;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;CASA DOS COMPRIMIDOS;05.457.203/0001-25;22843.77;2
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FORMULA VERDE;06.089.787/0001-96;2438.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DROGARIA SANTA TEREZINHA;15.051.038/0001-60;2016.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMA VITOR;19.789.052/0001-17;1374.28;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA CENTRAL ITINGA;00.937.835/0001-72;12572.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA PALMACIA;11.099.497/0001-63;1420.71;1
SOFTYS BRASIL LTDA;44145845001112;HIPER POPULAR DROGARIAS;32.811.520/0001-70;13990.80;1
NEOQUIMICA;02932074004260;FARMACIA NOGUEIRA;30.193.565/0001-01;768.42;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA BEM ESTAR;40.689.487/0001-86;2098.94;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;DROGARIA SAO FRANCISCO;05.329.792/0001-66;584.14;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARM.SOLONOPOLES;10.505.394/0001-93;51000.00;1
NEOQUIMICA;02932074004260;TRADICAO MEDICAMENTOS LTD;69.890.689/0001-73;12600.00;1
NEOQUIMICA;02932074004260;FARMACIA FARMA FORTE;52.545.850/0001-79;6580.78;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA ZILMA;29.520.980/0001-35;1047.45;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROGARIA FORTALEZA;08.922.910/0001-33;1053.88;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;DEUSAFARMA FARMACIA LTDA ME;40.781.566/0001-12;22742.00;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA MURILO FARMA;43.488.013/0001-64;1763.09;1
NATULAB LABORATORIO LTDA;02456955000183;FARM FERNANDES;00.796.517/0001-39;26000.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;70.084.694/0006-82;1507.60;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA DO ARCO;04.950.295/0001-18;1644.53;1
GERMED FARMACEUTICA LTDA;45992062000165;SUPERFARMA;10.477.798/0001-10;34200.00;1
EMS S/A;57507378000365;FARMACIA ZILMA;29.520.980/0001-35;1014.73;1
LABORATORIO GLOBO LTDA;17115437000173;GRUPO TOTAL;30035710000118;15648.83;10
TORRENT DO BRASIL LTDA;33078528000132;FCIA PATRICIA;15.637.184/0001-72;1327.90;1
LABORATORIO GLOBO LTDA;17115437000173;DROGARIA ALAN;35.095.645/0001-30;4117.08;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;ARMAZEM REINALDO;07.472.301/0001-67;3188.80;1
NEOQUIMICA;02932074004260;FARMACIA DO TRABALHADOR BOM PRECO;29.140.844/0001-10;1326.13;1
NEOQUIMICA;02932074004260;BENFARMA;18.001.854/0001-58;2845.94;1
NEOQUIMICA;02932074004260;FARMACIA PONTUAL;00.974.016/0001-03;3096.89;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA GENTIL;06.039.028/0007-04;2939.88;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;EXTRA SAO JOSE;04.441.266/0001-20;1637.68;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;DROGARIA ULTRA POPULAR;31.637.134/0002-22;2573.50;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA PORTELA EIRELI;30.046.598/0001-10;3315.45;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;07125645001090;FARMACIA MINI PRECO;46.392.732/0001-75;2120.20;1
NATULAB LABORATORIO LTDA;02456955000183;CEGIANE GESSICA A MONTEIRO ME;22.628.471/0001-81;2100.49;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA MATIAS;34.998.778/0001-53;5608.90;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;DROGA ALVES;06.113.361/0001-20;1866.27;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMACIA EMILIANA;01.743.589/0001-80;5498.90;1
NEOQUIMICA;02932074004260;FERNANDES FARMA;30.530.910/0001-47;4316.60;1
MILI S/A;78908266000205;SUPERMECARDO MORANGUINHO;11.659.770/0001-67;15729.26;1
NEOQUIMICA;02932074004260;FARMACIA CONVIVA ACOPIARA;54.983.111/0001-94;1068.65;1
SOFTYS BRASIL LTDA;44145845001112;REBEKA NEVES DE MENEZES ME;17.527.312/0001-50;28018.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARME BRITO DISTRIBUIDORA;96.727.482/0009-02;45077.60;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARMASUL;03.704.687/0001-34;56900.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMA VITOR;19.789.052/0001-17;1381.44;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FCIA DO PRAÇA;07.219.651/0002-05;850.20;2
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;DROGAFELIX (LJ 8) ULTRA OSORIO;08.705.312/0001-02;307.00;1
SOFTYS BRASIL LTDA;44145845001112;VIDAL BARROSO V E A LTDA;01.249.907/0001-51;49296.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;DROGARIA FARMANATO;26.843.356/0002-61;2110.47;1
TORRENT DO BRASIL LTDA;33078528000132;DROGA JADE.;12.256.301/0001-60;699.54;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA ECONOMICA;56.305.586/0001-57;3613.20;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;CEFARMA;35.219.796/0002-33;2715.04;1
NEOQUIMICA;02932074004260;DROG BEZERRA LEAL;03.107.399/0001-00;3187.80;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;PRO-SAUDE;00.605.064/0001-16;4012.01;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;SERRANA FARMA;34.035.700/0003-03;4074.10;1
LABORATORIO TEUTO BRASILEIRO L;17159229000176;  ADRIANA SARAIVA DA SILVA 60069349304 ;37.048.494/0001-94;3000.00;1
NEOQUIMICA;02932074004260;DROG SOUSA;05.154.607/0001-40;12218.72;1
ACCUMED PROD MED HOSP LTDA;06105362000123;MARCIA JORDANA ARAUJO LIMA;30.376.426/0001-05;1488.69;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;FARMACIA CAVALCANTE;70.084.694/0001-78;4000.00;1
GEOLAB IND FARMACEUTICA S/A;03485572000104;FARMACIA SANTA TERESINHA III;17.259.132/0003-05;1863.74;1
NEOQUIMICA;02932074004260;FARMACIA THAMAR;06.009.206/0001-69;3845.40;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;DROGASOL;12.077.160/0001-18;2198.62;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA PECHINCHA;50.252.655/0001-25;25436.04;1
WELLA BRASIL LTDA;37374821000360;G D COMERCIO DE ALIMENTOS E PERFUMARIA DE HIGIENE PESSOAL;17.873.247/0001-15;1000.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CAVALCANTE;05.445.287/0001-87;2616.73;1
NEOQUIMICA;02932074004260;COMERCIAL DE MEDICAMENTOS NUNES LTDA;51.931.819/0001-03;9844.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;40.839.940/0001-93;3353.81;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FARMACIA ESTILO;03.884.139/0001-33;1313.02;1
LABORATORIO GLOBO LTDA;17115437000173;FARMACIA EMILIANA;01.743.589/0001-80;2282.75;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA MAIS SAUDE;51.578.984/0001-23;1088.44;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;VITTA FARMA POPULAR;47.718.529/0001-09;1224.26;1
SOFTYS BRASIL LTDA;44145845001112;SANFARMA SANTO ANTONIO FARMAC-;07.467.475/0001-31;10179.80;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;BRASIL FARMA;26.699.473/0001-12;1014.94;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;39353170000195;FARMACIA ALDESUL (FILIAL 11);07.298.821/0011-77;608.40;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;SUPERFARM POPULAR;26.012.717/0001-47;5353.92;1
TORRENT DO BRASIL LTDA;33078528000132;FARMACIA PACATUBA;05.225.479/0001-88;627.16;1
MILI S/A;78908266000205;CUSTO POPULAR;52.938.266/0001-83;2675.90;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;SERRANA FARMA;34.035.700/0003-03;1527.27;1
TORRENT DO BRASIL LTDA;33078528000132;A MAIS BARATA DE PACAJUS;56.874.219/0001-74;1355.44;1
MILI S/A;78908266000205;FARM.MEDICAL;05.130.530/0001-78;1391.96;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;JAGUARFARMA;10.926.725/0001-69;546.84;1
BIOSINTETICA FARMACEUTICA LTDA;53162095002400;FCNN COMERCIO DE MEDICAMENTOS EIRELI;26.843.356/0001-80;14000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;SUPER MARBEN;01.022.746/0001-69;2356.24;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;FARMACIA PORTELA CE LTDA;52.886.790/0001-58;1610.23;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA NOGUEIRA;30.193.565/0001-01;861.96;1
NEOQUIMICA;02932074004260;FARMACIA REALCE;63.396.709/0001-78;897.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA CENTRAL;53.276.250/0001-15;715.20;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA SANTA TERESINHA;17.259.132/0001-35;33517.50;1
ACCUMED PROD MED HOSP LTDA;06105362000123;F NIKELLY PEREIRA DE ALMEIDA;28.266.053/0001-78;8026.01;1
GERMED FARMACEUTICA LTDA;45992062000165;JAGUARFARMA;10.926.725/0001-69;1104.00;1
NEOQUIMICA;02932074004260;FARMACIA J. C.;31.685.884/0001-99;4924.92;1
EMS S/A;57507378000365;RICARDO DIAS CARDOSO;19.202.750/0001-74;1228.53;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;THAIS M DE SOUZA;34.212.352/0001-22;5060.16;1
HIDROLIGHT DO BRASIL S.A;08762826000280;FARMACIA SAO MATEUS;03.698.550/0001-14;2069.67;1
WELLA BRASIL LTDA;37374821000360;FARMACIA CASCAVEL;21.026.288/0001-43;2000.00;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;DROGARIA FARMANATO;26.843.356/0004-23;2110.47;1
LABORATORIO GLOBO LTDA;17115437000173;HIPER POPULAR DROGARIAS;47.872.238/0001-70;2466.76;1
NEOQUIMICA;02932074004260;FARMACIA NOGUEIRA;45.580.762/0001-42;1014.40;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;02501297000528;SUPERFARMA;10.477.798/0001-10;10214.77;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PREMIUM LTDA ME;72.299.472/0001-06;809.83;1
NEOQUIMICA;02932074004260;FCIA LARISSA;63.568.323/0001-04;1619.61;1
NATULAB LABORATORIO LTDA;02456955000183;CEFARMA;46.432.131/0001-49;3168.92;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;FARMACIA MODERNA;07.864.812/0001-24;2020.20;1
TORRENT DO BRASIL LTDA;33078528000132;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;07.159.873/0001-90;12720.00;1
SOFTYS BRASIL LTDA;44145845001112;POP FARMA;40.673.620/0001-06;207763.28;2
NEOQUIMICA;02932074004260;DROGARIA DEMAIS POPULAR;40.964.635/0001-23;433.68;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;52990530000128;FARMACIA PLANETA LTDA ME;27.409.369/0001-09;2054.48;1
EMS S/A;57507378000365;CASA DOS COMPRIMIDOS;05.457.203/0001-25;33000.00;1
LABORATORIO GLOBO LTDA;17115437000173;FARM.VASCONCELOS;11.752.631/0001-83;3001.88;1
SOFTYS BRASIL LTDA;44145845001112;PREMIUM COMERCIO VAREJISTA DE MEDICAMENTOS LTDA - ME;28.280.156/0001-92;4088.30;1
NEOQUIMICA;02932074004260;DROGARIA BEM ESTAR;22.168.197/0001-05;1102.59;1
NEOQUIMICA;02932074004260;FARMACIA PORTELA EIRELI;30.046.598/0001-10;3913.53;1
NEOQUIMICA;02932074004260;FARMÁCIA ALMEIDA;05.475.667/0001-64;2294.72;1
KLEY HERTZ DISTRIBUIDORA LTDA;14408399000582;HIPER POPULAR ARARI LTDA;45.161.463/0001-73;1162.02;1
NEOQUIMICA;02932074004260;DROGARIAS ULTRA POPULAR;31.318.368/0004-79;29012.60;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;FARMACIA DROGAJACK;23.574.098/0001-96;3645.68;1
NEOQUIMICA;02932074004260;FARMACIA POPULAR;09.605.539/0001-49;5000.00;1
EMS S/A;57507378000365;ECONOMIAFARMA;16.672.967/0001-50;25000.00;1
KIMBERLY-CLARK BRASIL IND.E CO;02290277002507;JCS FARMACIA EIRELI;27.881.239/0002-55;10000.00;1
NEOQUIMICA;02932074004260;FARMACIA SANTA CECILIA;01.722.309/0003-10;1884.38;1
SOFTYS BRASIL LTDA;44145845001112;DROGARIA FEITOSA;10.678.909/0001-57;94000.00;1
HYPERA PP E CH;02932074002801;FARMACIA CONFIANCA;11.371.251/0001-07;3038.63;1
EMS S/A;57507378000365;MEDFARMA DRUGSTORE LTDA - ME;21.045.536/0001-01;1362.78;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;VIDAL BARROSO V E A LTDA;01.249.907/0001-51;6033.48;1
NEOQUIMICA;02932074004260;DROGA VIDA;03.215.633/0001-05;19339.76;2
CCM IND E COM DE PROD DESCARTAVEIS S/A;12288046000218;FARM.MEDICAL;05.130.530/0001-78;5910.44;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA DO POVO;06.284.732/0001-37;2722.90;1
NEOQUIMICA;02932074004260;GASTE MENOS COM MED LTDA;69.711.380/0001-79;9000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);61286647001007;FARMACIA LOCAL;63.556.906/0001-07;269.99;1
LOLLY BABY PRODUTOS INFANTIS L;62367032000187;ULTRA POPULAR;32.736.479/0001-15;33200.00;1
SOFTYS BRASIL LTDA;44145845001112;FARMACIA BETEL III;02.074.917/0001-66;1318.36;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;LUANA BARBOSA BOMFIM ME;18.886.139/0001-40;2819.97;1
NATULAB LABORATORIO LTDA;02456955000183;FARMACIA MINI PRECO;46.392.732/0001-75;1302.14;1
SOFTYS BRASIL LTDA;44145845001112;ARMAZEM REINALDO;07.472.301/0001-67;19399.70;1
WELLA BRASIL LTDA;37374821000360;SLIM FARMA;45.308.377/0004-93;500.00;1
ACCUMED PROD MED HOSP LTDA;06105362000123;POSTO DE MEDICAMENTO CEFARMA;47.703.336/0001-84;990.07;1
ACCUMED PROD MED HOSP LTDA;06105362000123;DROGARIA DO TRABALHADOR;36.190.235/0001-30;17731.16;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;39710427000208;FARMACIA SAUDE;01.655.036/0001-76;1081.47;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA CARIRI;02.646.629/0001-39;2008.11;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);06302685001006;SUPERMERCADO  MORANGUINHO;11.659.770/0002-48;22175.13;1
NEOQUIMICA;02932074004260;SUPER PRECO BAIXO;45.918.277/0001-36;1973.40;1
ACCUMED PROD MED HOSP LTDA;06105362000123;FARMACIA PRO SAUDE;27.156.743/0001-01;3220.10;1
TORRENT DO BRASIL LTDA;33078528000132;HAPFARMA;27.251.961/0002-06;607.30;1
NATULAB LABORATORIO LTDA;02456955000183;DROGA ALVES;06.113.361/0001-20;2660.30;1
